GEOID10,City,County,Density
92075,Solana Beach,San Diego,0.722591902
92078,San Marcos,San Diego,0.806187888
92079,San Marcos,San Diego,0.546887447
92081,Vista,San Diego,0.707149641
92082,Valley Center,San Diego,0.420957656
92083,Vista,San Diego,0.305692518
92084,Vista,San Diego,0.166058589
92085,Vista,San Diego,0.519094134
92086,Warner Springs,San Diego,0.683090385
92088,Fallbrook,San Diego,0.032925263
92090,El Cajon,San Diego,0.3068937
92091,Rancho Santa Fe,San Diego,0.909500008
92092,La Jolla,San Diego,0.3496043
92093,La Jolla,San Diego,0.760053233
92096,San Marcos,San Diego,0.525506654
92101,San Diego,San Diego,0.268038007
92102,San Diego,San Diego,0.128584702
92103,San Diego,San Diego,0.38355009
92104,San Diego,San Diego,0.184208543
92105,San Diego,San Diego,0.388179769
92106,San Diego,San Diego,0.985239685
92107,San Diego,San Diego,0.538716724
92108,San Diego,San Diego,0.83791942
92109,San Diego,San Diego,0.990075221
92110,San Diego,San Diego,0.659966307
92111,San Diego,San Diego,0.346856659
92112,San Diego,San Diego,0.288081041
92113,San Diego,San Diego,0.017311508
92114,San Diego,San Diego,0.978407117
92115,San Diego,San Diego,0.818901853
92116,San Diego,San Diego,0.921646954
92117,San Diego,San Diego,0.411811397
92118,Coronado,San Diego,0.08616148
92119,San Diego,San Diego,0.684667619
92120,San Diego,San Diego,0.080419143
92121,San Diego,San Diego,0.587535479
92122,San Diego,San Diego,0.783546889
92123,San Diego,San Diego,0.75044586
92124,San Diego,San Diego,0.477068911
92126,San Diego,San Diego,0.009463198
92127,San Diego,San Diego,0.014843978
92128,San Diego,San Diego,0.812178854
92129,San Diego,San Diego,0.313749967
92130,San Diego,San Diego,0.783530343
92131,San Diego,San Diego,0.681357865
92132,San Diego,San Diego,0.003238776
92133,San Diego,San Diego,0.614804243
92134,San Diego,San Diego,0.384626992
92135,San Diego,San Diego,0.202457993
92136,San Diego,San Diego,0.95978892
92137,San Diego,San Diego,0.881765337
92138,San Diego,San Diego,0.518118783
92139,San Diego,San Diego,0.807555478
92140,San Diego,San Diego,0.49179681
92142,San Diego,San Diego,0.261059958
92143,San Ysidro,San Diego,0.091541689
92145,San Diego,San Diego,0.947702099
92147,San Diego,San Diego,0.247982342
92149,San Diego,San Diego,0.178533245
92150,San Diego,San Diego,0.888775589
92152,San Diego,San Diego,0.897058179
92153,San Diego,San Diego,0.337927204
92154,San Diego,San Diego,0.585316381
92155,San Diego,San Diego,0.470025534
92158,San Diego,San Diego,0.240482052
92159,San Diego,San Diego,0.484982239
92160,San Diego,San Diego,0.299395951
92161,San Diego,San Diego,0.998511878
92162,San Diego,San Diego,0.79058027
92163,San Diego,San Diego,0.850454222
92164,San Diego,San Diego,0.203679146
92165,San Diego,San Diego,0.50822607
92166,San Diego,San Diego,0.447170595
92167,San Diego,San Diego,0.080891955
92168,San Diego,San Diego,0.636574767
92169,San Diego,San Diego,0.03363262
92170,San Diego,San Diego,0.039976391
92171,San Diego,San Diego,0.525619118
92172,San Diego,San Diego,0.337833437
92173,San Ysidro,San Diego,0.329913304
92174,San Diego,San Diego,0.406712911
92175,San Diego,San Diego,0.763640785
92176,San Diego,San Diego,0.332861914
92177,San Diego,San Diego,0.249093749
92178,Coronado,San Diego,0.624763664
92179,San Diego,San Diego,0.461426291
92182,San Diego,San Diego,0.889482052
92184,San Diego,San Diego,0.922695849
92186,San Diego,San Diego,0.588117788
92187,San Diego,San Diego,0.612133844
92190,San Diego,San Diego,0.212326294
92191,San Diego,San Diego,0.204447084
92192,San Diego,San Diego,0.95037433
92193,San Diego,San Diego,0.455323247
92194,San Diego,San Diego,0.612350638
92195,San Diego,San Diego,0.617029774
92196,San Diego,San Diego,0.63450668
92197,San Diego,San Diego,0.555112979
92198,San Diego,San Diego,0.840260102
92199,San Diego,San Diego,0.417428085
92201,Indio,Riverside,0.83665467
92202,Indio,Riverside,0.75860243
92203,Indio,Riverside,0.09351377
92210,Indian Wells,Riverside,0.571930985
92211,Palm Desert,Riverside,0.471648803
92220,Banning,Riverside,0.072214089
92222,Bard,Imperial,0.424493153
92223,Beaumont,Riverside,0.917242515
92225,Blythe,Riverside,0.041635619
92226,Blythe,Riverside,0.028279073
92227,Brawley,Imperial,0.955777723
92230,Cabazon,Riverside,0.1366232
92231,Calexico,Imperial,0.015855599
92232,Calexico,Imperial,0.127104132
92233,Calipatria,Imperial,0.656113978
92234,Cathedral City,Riverside,0.105509421
92235,Cathedral City,Riverside,0.607067544
92236,Coachella,Riverside,0.485241869
92239,Desert Center,Riverside,0.075646099
92240,Desert Hot Springs,Riverside,0.171877209
92241,Desert Hot Springs,Riverside,0.609263605
92242,Earp,San Bernardino,0.651059172
92243,El Centro,Imperial,0.975732914
92244,El Centro,Imperial,0.118910135
92247,La Quinta,Riverside,0.988073318
92248,La Quinta,Riverside,0.435528285
92249,Heber,Imperial,0.826173349
92250,Holtville,Imperial,0.84372893
92251,Imperial,Imperial,0.982503916
92252,Joshua Tree,San Bernardino,0.090381404
92253,La Quinta,Riverside,0.755532075
92254,Mecca,Riverside,0.373871154
92255,Palm Desert,Riverside,0.055124813
92256,Morongo Valley,San Bernardino,0.421199989
92257,Niland,Imperial,0.00963258
92258,North Palm Springs,Riverside,0.82900221
92259,Ocotillo,Imperial,0.305957073
92260,Palm Desert,Riverside,0.762322474
92261,Palm Desert,Riverside,0.561378717
92262,Palm Springs,Riverside,0.061860648
92263,Palm Springs,Riverside,0.153116346
92264,Palm Springs,Riverside,0.033570126
92266,Palo Verde,Imperial,0.137106054
92267,Parker Dam,San Bernardino,0.627417844
92268,Pioneertown,San Bernardino,0.428827489
92270,Rancho Mirage,Riverside,0.475600095
92273,Seeley,Imperial,0.687201498
92274,Thermal,Riverside,0.259631441
92275,Salton City,Imperial,0.857262267
92276,Thousand Palms,Riverside,0.659016827
92277,Twentynine Palms,San Bernardino,0.309270352
92278,Twentynine Palms,San Bernardino,0.656617645
92280,Vidal,San Bernardino,0.388055625
92281,Westmorland,Imperial,0.470504926
92282,White Water,Riverside,0.577688824
92283,Winterhaven,Imperial,0.335135048
92284,Yucca Valley,San Bernardino,0.521584622
92285,Landers,San Bernardino,0.717484873
92286,Yucca Valley,San Bernardino,0.909187063
92292,Palm Springs,Riverside,0.960171807
92301,Adelanto,San Bernardino,0.451802341
92304,Amboy,San Bernardino,0.380068464
92305,Angelus Oaks,San Bernardino,0.156655349
92307,Apple Valley,San Bernardino,0.532601992
92308,Apple Valley,San Bernardino,0.743963041
92309,Baker,San Bernardino,0.775576112
92310,Fort Irwin,San Bernardino,0.847074431
92311,Barstow,San Bernardino,0.111803664
92312,Barstow,San Bernardino,0.863638311
92313,Grand Terrace,San Bernardino,0.812615066
92314,Big Bear City,San Bernardino,0.002395904
92315,Big Bear Lake,San Bernardino,0.231180684
92316,Bloomington,San Bernardino,0.232528017
92317,Blue Jay,San Bernardino,0.27647789
92318,Bryn Mawr,San Bernardino,0.838576893
92320,Calimesa,Riverside,0.880218559
92321,Cedar Glen,San Bernardino,0.83935563
92322,Cedarpines Park,San Bernardino,0.150935876
92323,Cima,San Bernardino,0.637647732
92324,Colton,San Bernardino,0.70594189
92325,Crestline,San Bernardino,0.872545485
92326,Crest Park,San Bernardino,0.34450081
92327,Daggett,San Bernardino,0.256518789
92328,Death Valley,Inyo,0.232269683
92329,Phelan,San Bernardino,0.36686017
92331,Fontana,San Bernardino,0.499857337
92332,Essex,San Bernardino,0.167577949
92333,Fawnskin,San Bernardino,0.054904958
92334,Fontana,San Bernardino,0.782715696
92335,Fontana,San Bernardino,0.944652749
92336,Fontana,San Bernardino,0.398348738
92337,Fontana,San Bernardino,0.560086152
92338,Ludlow,San Bernardino,0.938091792
92339,Forest Falls,San Bernardino,0.240640932
92340,Hesperia,San Bernardino,0.32254318
92341,Green Valley Lake,San Bernardino,0.75600301
92342,Helendale,San Bernardino,0.577151407
92344,Hesperia,San Bernardino,0.718732339
92345,Hesperia,San Bernardino,0.689255059
92346,Highland,San Bernardino,0.83695904
92347,Hinkley,San Bernardino,0.602695044
92350,Loma Linda,San Bernardino,0.344122891
92352,Lake Arrowhead,San Bernardino,0.861614083
92354,Loma Linda,San Bernardino,0.947503935
92356,Lucerne Valley,San Bernardino,0.541847062
92357,Loma Linda,San Bernardino,0.328895851
92358,Lytle Creek,San Bernardino,0.397811202
92359,Mentone,San Bernardino,0.692865875
92363,Needles,San Bernardino,0.471961128
92364,Nipton,San Bernardino,0.038531492
92365,Newberry Springs,San Bernardino,0.381355507
92366,Mountain Pass,San Bernardino,0.576363784
92368,Oro Grande,San Bernardino,0.061616526
92369,Patton,San Bernardino,0.665177235
92371,Phelan,San Bernardino,0.061908129
92372,Pinon Hills,San Bernardino,0.047256491
92373,Redlands,San Bernardino,0.781373779
92374,Redlands,San Bernardino,0.829020069
92375,Redlands,San Bernardino,0.785286218
92376,Rialto,San Bernardino,0.402041414
92377,Rialto,San Bernardino,0.517656766
92378,Rimforest,San Bernardino,0.083574715
92382,Running Springs,San Bernardino,0.412404681
92384,Shoshone,Inyo,0.50201401
92385,Skyforest,San Bernardino,0.748576833
92386,Sugarloaf,San Bernardino,0.993268392
92389,Tecopa,Inyo,0.634396679
92391,Twin Peaks,San Bernardino,0.57011549
92392,Victorville,San Bernardino,0.525063547
92393,Victorville,San Bernardino,0.966726861
92394,Victorville,San Bernardino,0.036652957
92395,Victorville,San Bernardino,0.393908329
92397,Wrightwood,San Bernardino,0.200647473
92398,Yermo,San Bernardino,0.546964692
92399,Yucaipa,San Bernardino,0.929579979
92401,San Bernardino,San Bernardino,0.380403661
92402,San Bernardino,San Bernardino,0.067004398
92403,San Bernardino,San Bernardino,0.432758392
92404,San Bernardino,San Bernardino,0.196014955
92405,San Bernardino,San Bernardino,0.768720827
92406,San Bernardino,San Bernardino,0.948178432
92407,San Bernardino,San Bernardino,0.286184899
92408,San Bernardino,San Bernardino,0.197046261
92410,San Bernardino,San Bernardino,0.259201952
92411,San Bernardino,San Bernardino,0.179445302
92412,San Bernardino,San Bernardino,0.004936381
92413,San Bernardino,San Bernardino,0.221761747
92414,San Bernardino,San Bernardino,0.09978644
92415,San Bernardino,San Bernardino,0.97469867
92418,San Bernardino,San Bernardino,0.415291857
92423,San Bernardino,San Bernardino,0.079050196
92424,San Bernardino,San Bernardino,0.545545384
92427,San Bernardino,San Bernardino,0.755919486
92501,Riverside,Riverside,0.398335343
92502,Riverside,Riverside,0.682672167
92503,Riverside,Riverside,0.797975931
92504,Riverside,Riverside,0.755389573
92505,Riverside,Riverside,0.428886888
92506,Riverside,Riverside,0.534565206
92507,Riverside,Riverside,0.505036251
92508,Riverside,Riverside,0.469992129
92509,Riverside,Riverside,0.59800603
92513,Riverside,Riverside,0.907019699
92514,Riverside,Riverside,0.042057537
92515,Riverside,Riverside,0.743928858
92516,Riverside,Riverside,0.045604239
92517,Riverside,Riverside,0.469431582
92518,March Air Reserve Base,Riverside,0.81183279
92519,Riverside,Riverside,0.10445462
92521,Riverside,Riverside,0.374014446
92522,Riverside,Riverside,0.954323224
92530,Lake Elsinore,Riverside,0.313264575
92531,Lake Elsinore,Riverside,0.965923199
92532,Lake Elsinore,Riverside,0.829008734
92536,Aguanga,Riverside,0.904858583
92539,Anza,Riverside,0.865744044
92543,Hemet,Riverside,0.512753099
92544,Hemet,Riverside,0.001121822
92545,Hemet,Riverside,0.465689359
92546,Hemet,Riverside,0.835432266
92548,Homeland,Riverside,0.266609511
92549,Idyllwild,Riverside,0.501674935
92551,Moreno Valley,Riverside,0.883973548
92552,Moreno Valley,Riverside,0.609134387
92553,Moreno Valley,Riverside,0.458416156
92554,Moreno Valley,Riverside,0.137641099
92555,Moreno Valley,Riverside,0.341512971
92556,Moreno Valley,Riverside,0.588928933
92557,Moreno Valley,Riverside,0.233162774
92561,Mountain Center,Riverside,0.748297511
92562,Murrieta,Riverside,0.287236571
92563,Murrieta,Riverside,0.092606671
92564,Murrieta,Riverside,0.886499964
92567,Nuevo,Riverside,0.77898165
92570,Perris,Riverside,0.801803507
92571,Perris,Riverside,0.377566617
92572,Perris,Riverside,0.866826352
92581,San Jacinto,Riverside,0.630563536
92582,San Jacinto,Riverside,0.786216887
92583,San Jacinto,Riverside,0.213516905
92584,Menifee,Riverside,0.227725604
92585,Sun City,Riverside,0.926538224
92586,Sun City,Riverside,0.984062137
92587,Sun City,Riverside,0.473018031
92589,Temecula,Riverside,0.965196852
92590,Temecula,Riverside,0.200120962
92591,Temecula,Riverside,0.389367646
92592,Temecula,Riverside,0.875430487
92593,Temecula,Riverside,0.385262809
92595,Wildomar,Riverside,0.384134749
92596,Winchester,Riverside,0.974771552
92599,Perris,Riverside,0.600926021
92602,Irvine,Orange,0.253303376
92603,Irvine,Orange,0.755394745
92604,Irvine,Orange,0.210702428
92605,Huntington Beach,Orange,0.32262122
92606,Irvine,Orange,0.426469351
92607,Laguna Niguel,Orange,0.788011619
92609,El Toro,Orange,0.076520537
92610,Foothill Ranch,Orange,0.400169512
92612,Irvine,Orange,0.185286401
92614,Irvine,Orange,0.166840009
92615,Huntington Beach,Orange,0.44729252
92616,Irvine,Orange,0.033377743
92617,Irvine,Orange,0.446913576
92618,Irvine,Orange,0.010718535
92619,Irvine,Orange,0.945177892
92620,Irvine,Orange,0.283781324
92623,Irvine,Orange,0.793477745
92624,Capistrano Beach,Orange,0.720327178
92625,Corona Del Mar,Orange,0.554520067
92626,Costa Mesa,Orange,0.314356199
92627,Costa Mesa,Orange,0.439959332
92628,Costa Mesa,Orange,0.117944636
92629,Dana Point,Orange,0.181238885
92630,Lake Forest,Orange,0.891624299
92637,Laguna Woods,Orange,0.774537241
92646,Huntington Beach,Orange,0.830824638
92647,Huntington Beach,Orange,0.473451509
92648,Huntington Beach,Orange,0.8113117
92649,Huntington Beach,Orange,0.120858815
92650,East Irvine,Orange,0.776867686
92651,Laguna Beach,Orange,0.731949904
92652,Laguna Beach,Orange,0.421377128
92653,Laguna Hills,Orange,0.591726513
92654,Laguna Hills,Orange,0.043523974
92655,Midway City,Orange,0.373982586
92656,Aliso Viejo,Orange,0.727421817
92657,Newport Coast,Orange,0.216410834
92658,Newport Beach,Orange,0.754859944
92659,Newport Beach,Orange,0.451781863
92660,Newport Beach,Orange,0.445591295
92661,Newport Beach,Orange,0.775210752
92662,Newport Beach,Orange,0.241687066
92663,Newport Beach,Orange,0.310777731
92672,San Clemente,Orange,0.714477207
92673,San Clemente,Orange,0.33796793
92674,San Clemente,Orange,0.798776753
92675,San Juan Capistrano,Orange,0.939967355
92676,Silverado,Orange,0.46558085
92677,Laguna Niguel,Orange,0.345965528
92678,Trabuco Canyon,Orange,0.230537108
92679,Trabuco Canyon,Orange,0.897783764
92683,Westminster,Orange,0.656340599
92684,Westminster,Orange,0.074033374
92685,Westminster,Orange,0.847983054
92688,Rancho Santa Margarita,Orange,0.427613306
92690,Mission Viejo,Orange,0.267642056
92691,Mission Viejo,Orange,0.274467527
92692,Mission Viejo,Orange,0.441741301
92693,San Juan Capistrano,Orange,0.336629995
92694,Ladera Ranch,Orange,0.145199258
92697,Irvine,Orange,0.619995553
92698,Aliso Viejo,Orange,0.822129576
92701,Santa Ana,Orange,0.727795717
92702,Santa Ana,Orange,0.898850141
92703,Santa Ana,Orange,0.757155903
92704,Santa Ana,Orange,0.171283607
92705,Santa Ana,Orange,0.084434906
92706,Santa Ana,Orange,0.73422473
92707,Santa Ana,Orange,0.944698554
92708,Fountain Valley,Orange,0.349845803
92709,Irvine,Orange,0.698842086
92710,Irvine,Orange,0.270141128
92711,Santa Ana,Orange,0.718111028
92712,Santa Ana,Orange,0.548924498
92725,Santa Ana,Orange,0.019453746
92728,Fountain Valley,Orange,0.200842552
92735,Santa Ana,Orange,0.129855493
92780,Tustin,Orange,0.221146413
92781,Tustin,Orange,0.789835019
92782,Tustin,Orange,0.167930421
92799,Santa Ana,Orange,0.340025179
92801,Anaheim,Orange,0.54370374
92802,Anaheim,Orange,0.674750993
92803,Anaheim,Orange,0.378465185
92804,Anaheim,Orange,0.016731623
92805,Anaheim,Orange,0.570578624
92806,Anaheim,Orange,0.971002745
92807,Anaheim,Orange,0.37840653
92808,Anaheim,Orange,0.409682711
92809,Anaheim,Orange,0.566153656
92811,Atwood,Orange,0.523016534
92812,Anaheim,Orange,0.48435363
92814,Anaheim,Orange,0.519465685
92815,Anaheim,Orange,0.175662049
92816,Anaheim,Orange,0.753451784
92817,Anaheim,Orange,0.65998979
92821,Brea,Orange,0.523694887
92822,Brea,Orange,0.461903012
92823,Brea,Orange,0.974913638
92825,Anaheim,Orange,0.09263919
92831,Fullerton,Orange,0.671223012
92832,Fullerton,Orange,0.993831176
92833,Fullerton,Orange,0.836083368
92834,Fullerton,Orange,0.803893371
92835,Fullerton,Orange,0.330414578
92836,Fullerton,Orange,0.406933089
92837,Fullerton,Orange,0.930577245
92838,Fullerton,Orange,0.938268872
92840,Garden Grove,Orange,0.688861009
92841,Garden Grove,Orange,0.510662287
92842,Garden Grove,Orange,0.247581312
92843,Garden Grove,Orange,0.919923147
92844,Garden Grove,Orange,0.484326453
92845,Garden Grove,Orange,0.341641855
92846,Garden Grove,Orange,0.682133325
92850,Anaheim,Orange,0.869986936
92856,Orange,Orange,0.396025634
92857,Orange,Orange,0.757374193
92859,Orange,Orange,0.135910063
92860,Norco,Riverside,0.209259582
92861,Villa Park,Orange,0.480202324
92862,Orange,Orange,0.653479743
92863,Orange,Orange,0.565539961
92864,Orange,Orange,0.567801358
92865,Orange,Orange,0.90079786
92866,Orange,Orange,0.048616772
92867,Orange,Orange,0.768107689
92868,Orange,Orange,0.298284767
92869,Orange,Orange,0.670206202
92870,Placentia,Orange,0.451064439
92871,Placentia,Orange,0.721050633
92877,Corona,Riverside,0.824108414
92878,Corona,Riverside,0.332101101
92879,Corona,Riverside,0.595991864
92880,Corona,Riverside,0.176444874
92881,Corona,Riverside,0.580192477
92882,Corona,Riverside,0.851324195
92883,Corona,Riverside,0.092520055
92885,Yorba Linda,Orange,0.142985358
92886,Yorba Linda,Orange,0.461074493
92887,Yorba Linda,Orange,0.331953523
92899,Anaheim,Orange,0.474457165
93001,Ventura,Ventura,0.305794544
93002,Ventura,Ventura,0.774428692
93003,Ventura,Ventura,0.173689254
93004,Ventura,Ventura,0.602115846
93005,Ventura,Ventura,0.159666223
93006,Ventura,Ventura,0.701007334
93007,Ventura,Ventura,0.520294542
93009,Ventura,Ventura,0.010662329
93010,Camarillo,Ventura,0.807598629
93011,Camarillo,Ventura,0.135171831
93012,Camarillo,Ventura,0.766766287
93013,Carpinteria,Santa Barbara,0.43979534
93014,Carpinteria,Santa Barbara,0.504420234
93015,Fillmore,Ventura,0.334075061
93016,Fillmore,Ventura,0.4754296
93020,Moorpark,Ventura,0.87597069
93021,Moorpark,Ventura,0.690289002
93022,Oak View,Ventura,0.805773328
93023,Ojai,Ventura,0.919877562
93024,Ojai,Ventura,0.595830241
93030,Oxnard,Ventura,0.704389016
93031,Oxnard,Ventura,0.967375028
93032,Oxnard,Ventura,0.562000642
93033,Oxnard,Ventura,0.541284104
93034,Oxnard,Ventura,0.005370858
93035,Oxnard,Ventura,0.174662617
93036,Oxnard,Ventura,0.561247874
93040,Piru,Ventura,0.493009921
93041,Port Hueneme,Ventura,0.512170036
93042,Point Mugu Nawc,Ventura,0.621389094
93043,Port Hueneme Cbc Base,Ventura,0.500826422
93044,Port Hueneme,Ventura,0.109888701
93060,Santa Paula,Ventura,0.769509978
93061,Santa Paula,Ventura,0.438574509
93062,Simi Valley,Ventura,0.526706127
93063,Simi Valley,Ventura,0.776048859
93064,Brandeis,Ventura,0.088428301
93065,Simi Valley,Ventura,0.744604922
93066,Somis,Ventura,0.647221883
93067,Summerland,Santa Barbara,0.482937425
93093,Simi Valley,Ventura,0.305968118
93094,Simi Valley,Ventura,0.231363007
93099,Simi Valley,Ventura,0.413826949
93101,Santa Barbara,Santa Barbara,0.024177655
93102,Santa Barbara,Santa Barbara,0.849608244
93103,Santa Barbara,Santa Barbara,0.905598075
93105,Santa Barbara,Santa Barbara,0.487920426
93106,Santa Barbara,Santa Barbara,0.680357495
93107,Santa Barbara,Santa Barbara,0.50688721
93108,Santa Barbara,Santa Barbara,0.965030901
93109,Santa Barbara,Santa Barbara,0.358283348
93110,Santa Barbara,Santa Barbara,0.08220429
93111,Santa Barbara,Santa Barbara,0.420052834
93116,Goleta,Santa Barbara,0.0278787
93117,Goleta,Santa Barbara,0.0902469
93118,Goleta,Santa Barbara,0.076297087
93120,Santa Barbara,Santa Barbara,0.198221013
93121,Santa Barbara,Santa Barbara,0.787575332
93130,Santa Barbara,Santa Barbara,0.170182261
93140,Santa Barbara,Santa Barbara,0.170254238
93150,Santa Barbara,Santa Barbara,0.591478628
93160,Santa Barbara,Santa Barbara,0.083394243
93190,Santa Barbara,Santa Barbara,0.725037796
93199,Goleta,Santa Barbara,0.871603426
93201,Alpaugh,Tulare,0.734914616
93202,Armona,Kings,0.01580373
93203,Arvin,Kern,0.5552273
93204,Avenal,Kings,0.502003171
93205,Bodfish,Kern,0.30270345
93206,Buttonwillow,Kern,0.343808268
93207,California Hot Springs,Tulare,0.999639362
93208,Camp Nelson,Tulare,0.04172444
93210,Coalinga,Fresno,0.884793971
93212,Corcoran,Kings,0.565938674
93215,Delano,Kern,0.284638976
93216,Delano,Kern,0.950080769
93218,Ducor,Tulare,0.350554943
93219,Earlimart,Tulare,0.169864204
93220,Edison,Kern,0.59730137
93221,Exeter,Tulare,0.98275202
93222,Frazier Park,Kern,0.846832124
93223,Farmersville,Tulare,0.986431005
93224,Fellows,Kern,0.843114633
93225,Frazier Park,Kern,0.537319846
93226,Glennville,Kern,0.521445491
93227,Goshen,Tulare,0.225599344
93230,Hanford,Kings,0.77525834
93232,Hanford,Kings,0.995789853
93234,Huron,Fresno,0.996640874
93235,Ivanhoe,Tulare,0.145263979
93237,Kaweah,Tulare,0.629951526
93238,Kernville,Kern,0.110583006
93239,Kettleman City,Kings,0.72318164
93240,Lake Isabella,Kern,0.322694453
93241,Lamont,Kern,0.130000333
93242,Laton,Fresno,0.625222278
93243,Lebec,Kern,0.977928905
93244,Lemon Cove,Tulare,0.210362903
93245,Lemoore,Kings,0.208150983
93246,Lemoore,Kings,0.142400096
93247,Lindsay,Tulare,0.017157561
93249,Lost Hills,Kern,0.484376705
93250,Mc Farland,Kern,0.614341777
93251,Mc Kittrick,Kern,0.335043704
93252,Maricopa,Kern,0.976168998
93254,New Cuyama,Santa Barbara,0.740575135
93255,Onyx,Kern,0.261124408
93256,Pixley,Tulare,0.292175003
93257,Porterville,Tulare,0.976448382
93258,Porterville,Tulare,0.884325865
93260,Posey,Tulare,0.396541972
93261,Richgrove,Tulare,0.691226884
93262,Sequoia National Park,Tulare,0.005265147
93263,Shafter,Kern,0.075109517
93265,Springville,Tulare,0.547867225
93266,Stratford,Kings,0.047010886
93267,Strathmore,Tulare,0.878793243
93268,Taft,Kern,0.459132732
93270,Terra Bella,Tulare,0.845980919
93271,Three Rivers,Tulare,0.19736053
93272,Tipton,Tulare,0.493558834
93274,Tulare,Tulare,0.124883897
93275,Tulare,Tulare,0.048249291
93276,Tupman,Kern,0.163989627
93277,Visalia,Tulare,0.499377883
93278,Visalia,Tulare,0.548065313
93279,Visalia,Tulare,0.438212271
93280,Wasco,Kern,0.157159585
93282,Waukena,Tulare,0.065144801
93283,Weldon,Kern,0.198088542
93285,Wofford Heights,Kern,0.410086132
93286,Woodlake,Tulare,0.56508649
93287,Woody,Kern,0.285648988
93290,Visalia,Tulare,0.427869949
93291,Visalia,Tulare,0.088634518
93292,Visalia,Tulare,0.640353926
93301,Bakersfield,Kern,0.499480865
93302,Bakersfield,Kern,0.180261567
93303,Bakersfield,Kern,0.378089238
93304,Bakersfield,Kern,0.097087903
93305,Bakersfield,Kern,0.641456171
93306,Bakersfield,Kern,0.156582603
93307,Bakersfield,Kern,0.641583753
93308,Bakersfield,Kern,0.791112007
93309,Bakersfield,Kern,0.35239619
93311,Bakersfield,Kern,0.554631582
93312,Bakersfield,Kern,0.735836978
93313,Bakersfield,Kern,0.225152339
93314,Bakersfield,Kern,0.468694979
93380,Bakersfield,Kern,0.867244812
93381,Bakersfield,Kern,0.047235093
93382,Bakersfield,Kern,0.707665736
93383,Bakersfield,Kern,0.389994642
93384,Bakersfield,Kern,0.731517555
93385,Bakersfield,Kern,0.249741039
93386,Bakersfield,Kern,0.923623948
93387,Bakersfield,Kern,0.735136726
93388,Bakersfield,Kern,0.00292622
93389,Bakersfield,Kern,0.722554533
93390,Bakersfield,Kern,0.746776059
93401,San Luis Obispo,San Luis Obispo,0.96306411
93402,Los Osos,San Luis Obispo,0.224438354
93403,San Luis Obispo,San Luis Obispo,0.921882389
93405,San Luis Obispo,San Luis Obispo,0.13787602
93406,San Luis Obispo,San Luis Obispo,0.095563495
93407,San Luis Obispo,San Luis Obispo,0.194926023
93408,San Luis Obispo,San Luis Obispo,0.681557475
93409,San Luis Obispo,San Luis Obispo,0.069793418
93410,San Luis Obispo,San Luis Obispo,0.739423585
93412,Los Osos,San Luis Obispo,0.040913549
93420,Arroyo Grande,San Luis Obispo,0.879064332
93421,Arroyo Grande,San Luis Obispo,0.291415073
93422,Atascadero,San Luis Obispo,0.287353817
93423,Atascadero,San Luis Obispo,0.974773415
93424,Avila Beach,San Luis Obispo,0.158260226
93426,Bradley,Monterey,0.830234584
93427,Buellton,Santa Barbara,0.791634541
93428,Cambria,San Luis Obispo,0.373031375
93429,Casmalia,Santa Barbara,0.020178766
93430,Cayucos,San Luis Obispo,0.030262544
93432,Creston,San Luis Obispo,0.436160142
93433,Grover Beach,San Luis Obispo,0.001538666
93434,Guadalupe,Santa Barbara,0.967643702
93435,Harmony,San Luis Obispo,0.933495159
93436,Lompoc,Santa Barbara,0.508430318
93437,Lompoc,Santa Barbara,0.923109207
93438,Lompoc,Santa Barbara,0.659200492
93440,Los Alamos,Santa Barbara,0.645824789
93441,Los Olivos,Santa Barbara,0.063127496
93442,Morro Bay,San Luis Obispo,0.41759565
93443,Morro Bay,San Luis Obispo,0.846999381
93444,Nipomo,San Luis Obispo,0.982627518
93445,Oceano,San Luis Obispo,0.719542651
93446,Paso Robles,San Luis Obispo,0.841244261
93447,Paso Robles,San Luis Obispo,0.388145551
93448,Pismo Beach,San Luis Obispo,0.519594303
93449,Pismo Beach,San Luis Obispo,0.66244086
93450,San Ardo,Monterey,0.921784296
93451,San Miguel,San Luis Obispo,0.307275083
93452,San Simeon,San Luis Obispo,0.856927721
93453,Santa Margarita,San Luis Obispo,0.147361527
93454,Santa Maria,Santa Barbara,0.701973417
93455,Santa Maria,Santa Barbara,0.580407594
93456,Santa Maria,Santa Barbara,0.135019142
93457,Santa Maria,Santa Barbara,0.008619147
93458,Santa Maria,Santa Barbara,0.465882959
93460,Santa Ynez,Santa Barbara,0.618711134
93461,Shandon,San Luis Obispo,0.560641786
93463,Solvang,Santa Barbara,0.719140922
93464,Solvang,Santa Barbara,0.006611567
93465,Templeton,San Luis Obispo,0.105747676
93475,Oceano,San Luis Obispo,0.162075429
93483,Grover Beach,San Luis Obispo,0.170377081
93501,Mojave,Kern,0.196363573
93502,Mojave,Kern,0.339299119
93504,California City,Kern,0.399102523
93505,California City,Kern,0.116249402
93510,Acton,Los Angeles,0.728737558
93512,Benton,Mono,0.420314465
93513,Big Pine,Inyo,0.517054598
93514,Bishop,Inyo,0.387414583
93515,Bishop,Inyo,0.05825421
93516,Boron,Kern,0.448185501
93517,Bridgeport,Mono,0.505481026
93518,Caliente,Kern,0.973519113
93519,Cantil,Kern,0.037918455
93522,Darwin,Inyo,0.42120752
93523,Edwards,Kern,0.653529004
93524,Edwards,Kern,0.165228241
